stim_id,start_time,end_time,key,reaction_time,participant
0,0.0485727250343188,1.2963059010216966,m,1.2477331759873778,vp2
1,1.3316772310063243,1.761308538960293,m,0.4296313079539686,vp2
2,1.7984296280192211,2.595257787965238,m,0.796828159946017,vp2
3,2.6314179910114035,3.3525635820114985,m,0.721145591000095,vp2
4,3.3814744639676064,4.021741659962572,m,0.6402671959949657,vp2
5,4.048403845052235,4.587524308008142,m,0.539120462955907,vp2
6,4.614940689993091,4.899460123036988,m,0.2845194330438971,vp2
7,4.931764938053675,5.449623542954214,m,0.5178586049005389,vp2
8,5.482173042022623,6.044036702020094,m,0.5618636599974707,vp2
9,6.065540042007342,6.467464574961923,m,0.4019245329545811,vp2
10,6.498440689989366,6.893078155000694,m,0.3946374650113284,vp2
11,6.915460087009706,7.355989602045156,m,0.4405295150354504,vp2
12,7.381881313980557,7.778926933999173,m,0.3970456200186163,vp2
13,7.815456129959784,8.196089835953899,m,0.3806337059941143,vp2
14,8.231926065054722,8.490912138018757,m,0.258986072964035,vp2
15,8.515486098011024,8.905987957958132,m,0.3905018599471077,vp2
16,8.932527157943696,9.172957030008549,m,0.2404298720648512,vp2
17,9.198887947946789,9.64721833600197,m,0.448330388055183,vp2
18,9.682199603994375,9.955076350015588,m,0.2728767460212111,vp2
19,9.982153777964411,10.467058478971012,m,0.4849047010065987,vp2
20,10.498833499965258,11.058846183004787,m,0.5600126830395311,vp2
21,11.082133803982288,11.566783678950742,m,0.4846498749684542,vp2
22,11.599067436996847,12.057792381034233,m,0.4587249440373853,vp2
23,12.082419301033951,12.913644329993986,m,0.8312250289600343,vp2
24,12.949057750054637,13.466952251037585,m,0.5178945009829476,vp2
25,13.499090480036102,13.981793932965957,m,0.4827034529298544,vp2
26,14.015791337005794,14.579767421004362,m,0.5639760839985684,vp2
27,14.615805238019677,15.028607761953026,m,0.412802523933351,vp2
28,15.066265107947402,15.62066071096342,m,0.5543956030160189,vp2
29,15.649472238030285,16.009620456025004,m,0.3601482179947197,vp2
30,16.032793532009237,16.545265199965797,m,0.5124716679565609,vp2
31,16.582602316047996,16.97961183602456,m,0.3970095199765637,vp2
32,17.016201428021304,17.339486761018634,m,0.3232853329973295,vp2
33,17.36585332197137,17.974656795035116,m,0.6088034730637446,vp2
34,17.999486156040803,18.47303821798414,m,0.4735520619433373,vp2
35,18.49991958902683,19.18721996701788,m,0.6873003779910505,vp2
36,19.21628436399624,19.792295066989027,m,0.5760107029927894,vp2
37,19.81615526403766,20.53358466201462,m,0.7174293979769573,vp2
38,20.566331180976704,21.531233647023328,m,0.964902466046624,vp2
39,21.56635641399771,22.148415343952365,m,0.5820589299546555,vp2
